firstlabel_group,prdlstReportNo,prdlstNm,prdkind,manufacture,seller,rawmtrl,allergy,nutrient,barcode,capacity,productGb,imgurl1,imgurl2,prdkindstate,rnum,group_rule,embedding_text
과자,20170080929107,레몬스콘,과자류,(팩토리)더브레드블루,,"밀가루,마가린,팜유,팜올레인유,콩기름(대두유),설탕,아몬드분말,식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,박력쌀가루,레몬즙,정제소금,베이킹파우더","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929107/20170080929107-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929107/20170080929107-2.png,실온,163,품목유형: 과자,제품명: 레몬스콘 | 카테고리: 과자류
과자,20170080929106,초코스콘,과자류,(팩토리)더브레드블루,,"밀가루,마가린,팜유,팜올레인유,콩기름(대두유),식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,다크초콜릿컴파운드칩,코코아매스,설탕,레시틴,천연바닐라향,박력쌀가루,아몬드분말,설탕,코코아분말,정제소금,베이킹파우더","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929106/20170080929106-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929106/20170080929106-2.png,실온,164,품목유형: 과자,제품명: 초코스콘 | 카테고리: 과자류
빵류,201700809291,갈릭바게트,빵류,더브레드블루,,"밀가루,밀가루,밀글루텐,비타민C(고시형),효소,정제수,마가린,물엿,양파,다진마늘,설탕,일반증류주,효모,곡류가공품,정제소금,아몬드분말,검정깨(흑임자),건파슬리,당류가공품","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/201700809291/201700809291-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/201700809291/201700809291-2.jpg,실온,165,품목유형: 빵,제품명: 갈릭바게트 | 카테고리: 빵류
과자,201603951165,우리밀로 만든 두부스낵,과자,㈜우리밀 새말공장_강원도 횡성군 우천면 우천제2농공단지로61,㈜초록마을_서울시 중랑구 면목로 470,"우리밀 밀가루(밀:국내산)36.3%,현미유(태국산),두부13.2%[대두(국내산,무농약),응고제(조제해수염화마그네슘)],유기농설탕9.91%,발아통밀가루(국내산)6.6%,유정란(국내산,무항생제),검정깨(국내산)0.99%,참깨(국내산),천일염(국내산)","대두,계란,밀","총 내용량 100g 572kcal
<총 내용량 당 1일 영양성분 기준치에 대한 비율>
나트륨237mg 12%, 탄수화물54g 17%, 당류3g 3%, 지방36g 67%, 트랜스지방0g, 포화지방8g 53%, 콜레스테롤0mg 0%, 단백질8g 15%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",알수없음,100g,식품,http://www.haccp.or.kr/fresh/prdimg/2016/201603951165/201603951165-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/201603951165/201603951165-2.jpg,유탕처리제품,211,품목유형: 과자,제품명: 우리밀로 만든 두부스낵 | 카테고리: 과자
과자,201603951164,우리밀 발아통밀두부과자,과자,㈜우리밀 새말공장_강원도 횡성군 우천면 우천제2농공단지로61,_,"밀가루42.3%(밀,국산), 현미유(태국산), 두부10.2%[대두(무농약 국산), 천연응고제(조제해수염화마그네슘)], 설탕9.91%(갈색설탕), 발아통밀가루3.6%(밀,국산), 유정란(계란/무항생제 국산), 검정깨(국산), 참깨(국산), 천일염(국산)",알수없음,"1회제공량 1/3봉지(30g)
열량145kcal, 탄수화물20g, 당류3g, 단백질3g (5%), 지방6g (12%), 포화지방2.7g (18%), 트랜스지방0.3g, 콜레스테롤0mg (0%) 나트륨110mg (6%)",알수없음,100g,식품,http://www.haccp.or.kr/fresh/prdimg/2016/201603951164/201603951164-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/201603951164/201603951164-2.jpg,알수없음,212,품목유형: 과자,제품명: 우리밀 발아통밀두부과자 | 카테고리: 과자
과자,2016039511615,우리밀 꾸러기짱,과자,㈜우리밀 새말공장_강원도 횡성군 우천면 우천제2농공단지로61,㈜우리밀_서울시 구로구 디지털로 26길61 에이스아이엔드타워 2차 1401호,"밀가루58.72%(국산), 미강유24.08%(태국산), 설탕13.92%(유기농), 물엿(쌀,국산), 천일염(국산), 전지분유(국산)","밀, 우유","총 내용량 90g 463kcal
나트륨317mg 16%, 탄수화물58g 18%, 당류6g 6%, 지방22g 42%, 트랜스지방0g, 포화지방6g 37%, 콜레스테롤0mg 0%, 단백질7g 13%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8803385060414,90g,식품,http://www.haccp.or.kr/fresh/prdimg/2016/2016039511615/2016039511615-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/2016039511615/2016039511615-2.jpg,유탕처리제품,213,품목유형: 과자,제품명: 우리밀 꾸러기짱 | 카테고리: 과자
과자,2016039511614,콩고물 쌀과자,과자,㈜우리밀 새말공장_강원도 횡성군 우천면 우천제2농공단지로61,한살림소비자생활협동조합연합회_경기도 안성시 대덕면 안성대로 1526,"쌀그릿츠52.25%(쌀100%/유기농,국산), 미강유(태국산), 볶음콩가루15.95%(대두,국산), 설탕12.6%(유기농), 전지분유(우유,국산), 천일염(국산)","대두, 우유","총 내용량 60g 285kcal
나트륨65mg 3%, 탄수화물42g 13%, 당류8g 8%, 지방10g 19%, 트랜스지방0g, 포화지방2.7g 18%, 콜레스테롤5mg미만 1%, 단백질6g 11%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",알수없음,60g(285kcal),식품,http://www.haccp.or.kr/fresh/prdimg/2016/2016039511614/2016039511614-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/2016039511614/2016039511614-2.jpg,유처리제품,214,품목유형: 과자,제품명: 콩고물 쌀과자 | 카테고리: 과자
과자,2016039511613,꼬물꼬물 콩고물,과자,㈜우리밀 새말공장_강원도 횡성군 우천면 우천제2농공단지로61,㈜우리밀_서울시 구로구 디지털로 26길 61 에이스하이앤드타워 2차 1401호,"쌀그릿츠52.25%(쌀100%,국산), 미강유(태국산), 볶은콩가루15.95%(대두,국산), 설탕12.6%(유기농), 전지분유(우유,국산), 천일염(국산)","대두, 우유","총 내용량 60g 285kcal
<총 내용량당 1일 영양성분 기준치에 대한 비율>
나트륨65mg 3%, 탄수화물42g 13%, 당류8g 8%, 지방10g 19%, 트랜스지방0g, 포화지방2.7g 18%, 콜레스테롤5mg미만 1%, 단백질6g 11%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8803385061299,60g(285kcal),식품,http://www.haccp.or.kr/fresh/prdimg/2016/2016039511613/2016039511613-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/2016039511613/2016039511613-2.jpg,유처리제품,215,품목유형: 과자,제품명: 꼬물꼬물 콩고물 | 카테고리: 과자
과자,2016039511611,꿀을 바른 바삭한 쌀스낵,과자,㈜우리밀 새말공장_강원도 횡성군 우천면 우천제2농공단지로61,_,"쌀69.7%(국산/유기농), 현미유20.82%(태국산), 유기농설탕7.84%, 벌꿀0.87%(아카시아벌꿀:국산), 천일염0.77%(국산)",알수없음,"총 제공량 80g 당
<1회 제공량당 함량 *%영양소 기준치>
열량408kcal, 나트륨137mg 7%, 탄수화물57g 17%, 당류13g 13%, 지방19g 35%, 트랜스지방0g, 포화지방4.8mg 32%, 콜레스테롤0mg 0%, 단백질3g 5%
* %영양소 기준치:1일 영양소 기준치에 대한 비율",알수없음,80g,식품,http://www.haccp.or.kr/fresh/prdimg/2016/2016039511611/2016039511611-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/2016039511611/2016039511611-2.jpg,유탕처리제품,216,품목유형: 과자,제품명: 꿀을 바른 바삭한 쌀스낵 | 카테고리: 과자
과자,201603951161,꿀먹은 쌀스낵,과자,㈜우리밀 새말공장_강원도 횡성군 우천면 우천제2농공단지로61,㈜우리밀_서울시 구로구 디지털로 26길 61 에이스하이앤드타워 2차 1401호,"쌀61.83%(무농약,국산),현미유18.16%(태국산),갈색설탕17.39%(유기농설탕),벌꿀1.93%(아카시아벌꿀,국산),천일염(국산)",알수없음,"총 내용량 80g 390kcal
<총 내용량당 1일 영양성분 기준치에 대한 비율>
나트륨25mg 1%, 탄수화물60g 18%, 당류12g, 지방15g 29%, 트랜스지방0g, 포화지방2.9g 19%, 콜레스테롤0mg 0%, 단백질4g 7%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8803385061084,80g(390kcal),식품,http://www.haccp.or.kr/fresh/prdimg/2016/201603951161/201603951161-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/201603951161/201603951161-2.jpg,유탕처리제품,217,품목유형: 과자,제품명: 꿀먹은 쌀스낵 | 카테고리: 과자
빙과,2016038358010,도라에몽청포도,빙과류,㈜데어리젠_강원도 원주시 문막읍 문막공단길 170,㈜데어리젠_강원도 원주시 문막읍 문막공단길 170,"정제수,정백당,폴리덱스트로스,포도당,액상과당,청포도농축액[고형분65%이상(아르헨티나산)]1%,비타민C,라임농축액[고형분55%이상(이탈리아산)]0.3%,효소처리스테비아,수수추출물(국내산)0.05%,유화제,CMC,치자청색소,안나토색소,합성착향료(청포도향),정제염",알수없음,"1회 제공량 80ml / 총 1회 제공량 80ml
<1회 제공량당 함량 *%영양성분기준치>
열량90kcal, 탄수화물22g 7%, 당류13g 13%, 단백질0g 0%, 지방0g 0%, 포화지방0.1g 1%, 트랜스지방0g, 콜레스테롤0mg 0%, 나트륨6mg 0%
*% 영양성분기준치:1일 영양성분기준치에 대한 비율",알수없음,80ml,식품,http://www.haccp.or.kr/fresh/prdimg/2016/2016038358010/2016038358010-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/2016038358010/2016038358010-2.jpg,알수없음,218,품목유형: 빙과·샤베트,제품명: 도라에몽청포도 | 카테고리: 빙과류
과자,201603834289,생생칩 오리지널,과자,해태가루비㈜_강원도 원주시 문막읍 문막공단길 154,해태제과식품(주)_서울특별시 용산구 한강대로 72길 3(남영동),"감자(호주산),혼합식용유[팜올레인유(말레이시아산),해바라기유{외국산(우크라이나,스페인,말레이시아등)},토코페롤(혼합형)],복합조미식품[짭짤한맛시즈닝{히말라야핑크솔트(파키스탄산),다시마엑기스분말(다시마추출농축액(건다시마(다시마(국내산))))}]",알수없음,"[총제공량/1회제공량] : 4,[1회제공량 칼로리(Kcal)] : 170,[영양표시] : 나트륨150mg,탄수화물15g,당류0.5미만g,지방12g,트랜스지방0.2미만g,포화지방3.9g,콜레스테롤0mg,단백질1g",알수없음,알수없음,식품,http://www.haccp.or.kr/fresh/prdimg/2016/201603834289/201603834289-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/201603834289/201603834289-2.jpg,유탕처리제품,219,품목유형: 과자,제품명: 생생칩 오리지널 | 카테고리: 과자
과자,201603834285,해태 허니버터칩,과자,해태가루비㈜_강원도 원주시 문막읍 문막공단길 154,해태제과식품㈜_서울특별시 용산구 한강대로 72길 3(남영동),"감자(미국산), 혼합식용유[팜올레인유(말레이시아산)59.98%, 해바라기유(수입산)40%,토코페롤(혼합형)],복합조미식품[허니버터맛시즈닝{결정과당,백설탕,정제소금,탈지분유(우유),버터혼합분말65(대두),이스트익스트랙트파우다YE3(효모추출물),천연향신료(파슬리후레이크),아카시아꿀분말(아카시아꿀(국내산)),고메버터(프랑스산)}(밀)]",알수없음,"1회 제공량1/4봉지(30g)당 함량 총 4회 제공량(120g)
열량170kcal, 탄수화물15g 5%, 당류1g, 단백질1g 2%, 지방12g 24%, 포화지방3.9g 26%, 트랜스지방0g, 콜레스테롤0mg 0%, 나트륨150mg 8%
*(%)는 1일 영양소 기준치에 대한 비율임",알수없음,120g,식품,http://www.haccp.or.kr/fresh/prdimg/2016/201603834285/201603834285-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/201603834285/201603834285-2.jpg,유탕처리제품,220,품목유형: 과자,제품명: 해태 허니버터칩 | 카테고리: 과자
과자,2016038342840,허니버터칩 슈크림 앤 메이플맛,과자,해태가루비㈜제2공장_강원도 원주시 문막읍 반산1로 54,해태제과식품(주)_서울특별시 용산구 한강대로 72길 3(남영동),"감자(국내산),혼합식용유[팜올레인유(말레이시아산),해바라기유{외국산(우크라이나,스페인,말레이시아등)},토코페롤(혼합형)],복합조미식품[허니버터슈크림메이플맛시즈닝{유청유청(외국산)),버터혼합분말(가공버터(호주산)),메이플시럽분말(캐나다산),아카시아꿀분말(아카시아벌꿀(국내산)),고메버터(프랑스산),합성향료1(프렌치바닐라분말향),합성향료2(커스타드향),메이플시럽(캐나다산)}]","우유,대두,밀,조개류(굴)","[총제공량/1회제공량] : 4,[1회제공량 칼로리(Kcal)] : 170,[영양표시] : 나트륨75mg,탄수화물16g,당류1g,지방11g,트랜스지방0.2g미만,포화지방3.7g,콜레스테롤0mg,단백질2g",8801019609619,알수없음,식품,http://www.haccp.or.kr/fresh/prdimg/2016/2016038342840/2016038342840-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/2016038342840/2016038342840-2.jpg,유탕처리제품,221,품목유형: 과자,제품명: 허니버터칩 슈크림 앤 메이플맛 | 카테고리: 과자
과자,2016038342835,생생칩 아프리칸커리맛,과자,해태가루비㈜ 제2공장_강원도 원주시 문막읍 반산1로 54,해태제과식품(주)_서울특별시 용산구 한강대로 72길 3,"감자(국내산),혼합식용유[팜올레인유(말레이시아산),해바라기유{외국산(우크라이나,스페인,말레이시아등)},토코페롤(혼합형)],복합조미식품{아프리칸커리맛시즈닝(싱가포르산)}",대두,"[총제공량/1회제공량] : 4,[1회제공량 칼로리(Kcal)] : 155,[영양표시] : 나트륨140mg,탄수화물17g,당류1g미만,지방9g,트랜스지방0g,포화지방3.1g,콜레스테롤0mg,단백질2g",8801019609572,알수없음,식품,http://www.haccp.or.kr/fresh/prdimg/2016/2016038342835/2016038342835-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/2016038342835/2016038342835-2.jpg,유탕처리제품,222,품목유형: 과자,제품명: 생생칩 아프리칸커리맛 | 카테고리: 과자
과자,2016038342833,생생칩 아메리칸버거맛,과자,해태가루비㈜제2공장_강원도 원주시 문막읍 반산1로 54,해태제과식품(주)_서울특별시 용산구 한강대로 72길 3(남영동),"감자(국내산),혼합식용유[팜유올레인유(말레이시아산),해바라기유{외국산(우크라이나,스페인,말레이시아등)},토코페롤(혼합형)},복합조미식품[아메리칸버거맛시즈닝{치즈버거시즈닝(중국산),양배추즙분말(시금치(국내산))}]","우유,대두,밀,쇠고기,토마토","[총제공량/1회제공량] : 4,[1회제공량 칼로리(Kcal)] : 165,[영양표시] : 나트륨180mg,탄수화물16g,당류1g,지방11g,트랜스지방0.2g미만,포화지방3.7g,콜레스테롤0mg,단백질1g",알수없음,알수없음,식품,http://www.haccp.or.kr/fresh/prdimg/2016/2016038342833/2016038342833-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/2016038342833/2016038342833-2.jpg,유탕처리제품,223,품목유형: 과자,제품명: 생생칩 아메리칸버거맛 | 카테고리: 과자
과자,2016038342832,허니버터칩 라벤더 앤 블루베리맛,과자,해태가루비㈜제2공장_강원도 원주시 문막읍 반산1로 54,해태제과식품(주)_서울특별시 용산구 한강대로 72길 3(남영동),"감자(호주산),혼합식용유[팜올레인유(말레이시아산),해바라기유{외국산(우크라이나,스페인,말레이시아등)},토코페롤(혼합형)],복합조미식품[허니버터라벤더맛시즈닝{탈지분유(미국산),버터혼합분말(가공버터(호주산)),블루베리분말(스위스산),아카시아꿀분말(아카시아벌꿀(국내산)),라벤더파우더(라벤더허브차(독일산)),고메버터(프랑스산)}]","우유,대두,밀,조개류(굴)","[총제공량/1회제공량] : 4,[1회제공량 칼로리(Kcal)] : 165,[영양표시] : 나트륨100mg,탄수화물17g,당류1g미만,지방10g,트랜스지방0g,포화지방3.1g,콜레스테롤0mg,단백질2g",알수없음,알수없음,식품,http://www.haccp.or.kr/fresh/prdimg/2016/2016038342832/2016038342832-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2016/2016038342832/2016038342832-2.jpg,유탕처리제품,224,품목유형: 과자,제품명: 허니버터칩 라벤더 앤 블루베리맛 | 카테고리: 과자
